Word,CNC_M
conceptual,1.939
divine,1.936
wisdom,1.936
imagine,1.914
deserve,1.912
magical,1.886
unbelievable,1.886
myth,1.879
vague,1.849
fate,1.794
morality,1.767
philosophy,1.758
abstract,1.714
soul,1.706
immoral,1.647
infinite,1.636
